name,filter_object,graphql_object,llm_result,consortium
Cohn1,"{""value"": {""sex"": {""__type"": ""OPTION"", ""isExclusion"": false, ""selectedValues"": [""Male""]}, ""consortium"": {""__type"": ""OPTION"", ""isExclusion"": false, ""selectedValues"": [""INRG""]}, ""disease_phase:Initial Diagnosis"": {""value"": {""stagings.stage"": {""__type"": ""OPTION"", ""isExclusion"": false, ""selectedValues"": [""Stage 4""]}, ""stagings.stage_system"": {""__type"": ""OPTION"", ""isExclusion"": false, ""selectedValues"": [""INSS""]}, ""molecular_analysis.molecular_abnormality"": {""__type"": ""OPTION"", ""isExclusion"": false, ""selectedValues"": [""MYCN Amplification""]}, ""tumor_assessments.age_at_tumor_assessment"": {""__type"": ""RANGE"", ""lowerBound"": 547, ""upperBound"": 10983}, ""molecular_analysis.molecular_abnormality_result"": {""__type"": ""OPTION"", ""isExclusion"": false, ""selectedValues"": [""Absent""]}}, ""__type"": ""ANCHORED""}}, ""__type"": ""STANDARD"", ""__combineMode"": ""AND""}","{""AND"": [{""IN"": {""consortium"": [""INRG""]}}, {""IN"": {""sex"": [""Male""]}}, {""nested"": {""AND"": [{""AND"": [{""IN"": {""disease_phase"": [""Initial Diagnosis""]}}, {""AND"": [{""IN"": {""molecular_abnormality"": [""MYCN Amplification""]}}, {""IN"": {""molecular_abnormality_result"": [""Absent""]}}]}]}], ""path"": ""molecular_analysis""}}, {""nested"": {""AND"": [{""AND"": [{""IN"": {""disease_phase"": [""Initial Diagnosis""]}}, {""AND"": [{""IN"": {""stage"": [""Stage 4""]}}, {""IN"": {""stage_system"": [""INSS""]}}]}]}], ""path"": ""stagings""}}, {""nested"": {""AND"": [{""AND"": [{""IN"": {""disease_phase"": [""Initial Diagnosis""]}}, {""AND"": [{""AND"": [{""GTE"": {""age_at_tumor_assessment"": 547}}, {""LTE"": {""age_at_tumor_assessment"": 10983}}]}]}]}], ""path"": ""tumor_assessments""}}]}","The cohort consists of male participants from the INRG consortium who were at the initial diagnosis phase of their disease. These participants were diagnosed with Stage 4 cancer according to the INSS staging system. They exhibited MYCN amplification, but the molecular abnormality result was absent. Additionally, the age at tumor assessment for these participants ranged from 547 days to 10,983 days.",INRG
Cohn2,"{""value"": {""sex"": {""__type"": ""OPTION"", ""isExclusion"": false, ""selectedValues"": [""Female""]}, ""consortium"": {""__type"": ""OPTION"", ""isExclusion"": false, ""selectedValues"": [""INRG""]}, ""disease_phase:Initial Diagnosis"": {""value"": {""stagings.stage"": {""__type"": ""OPTION"", ""isExclusion"": false, ""selectedValues"": [""Stage 4""]}, ""stagings.stage_system"": {""__type"": ""OPTION"", ""isExclusion"": false, ""selectedValues"": [""INSS""]}, ""molecular_analysis.molecular_abnormality"": {""__type"": ""OPTION"", ""isExclusion"": false, ""selectedValues"": [""MYCN Amplification""]}, ""tumor_assessments.age_at_tumor_assessment"": {""__type"": ""RANGE"", ""lowerBound"": 547, ""upperBound"": 10983}, ""molecular_analysis.molecular_abnormality_result"": {""__type"": ""OPTION"", ""isExclusion"": false, ""selectedValues"": [""Absent""]}}, ""__type"": ""ANCHORED""}}, ""__type"": ""STANDARD"", ""__combineMode"": ""AND""}","{""AND"": [{""IN"": {""consortium"": [""INRG""]}}, {""IN"": {""sex"": [""Female""]}}, {""nested"": {""AND"": [{""AND"": [{""IN"": {""disease_phase"": [""Initial Diagnosis""]}}, {""AND"": [{""IN"": {""molecular_abnormality"": [""MYCN Amplification""]}}, {""IN"": {""molecular_abnormality_result"": [""Absent""]}}]}]}], ""path"": ""molecular_analysis""}}, {""nested"": {""AND"": [{""AND"": [{""IN"": {""disease_phase"": [""Initial Diagnosis""]}}, {""AND"": [{""IN"": {""stage"": [""Stage 4""]}}, {""IN"": {""stage_system"": [""INSS""]}}]}]}], ""path"": ""stagings""}}, {""nested"": {""AND"": [{""AND"": [{""IN"": {""disease_phase"": [""Initial Diagnosis""]}}, {""AND"": [{""AND"": [{""GTE"": {""age_at_tumor_assessment"": 547}}, {""LTE"": {""age_at_tumor_assessment"": 10983}}]}]}]}], ""path"": ""tumor_assessments""}}]}","The cohort consists of female participants from the INRG consortium who were at the initial diagnosis phase of their disease. These participants were diagnosed with Stage 4 cancer according to the INSS staging system. They exhibited MYCN amplification, but the molecular abnormality result was absent. Additionally, the age at tumor assessment for these participants ranged from 547 days to 10,983 days.",INRG
"Stage 4 toddlers, 1p-","{""value"": {""consortium"": {""__type"": ""OPTION"", ""selectedValues"": [""INRG""]}, ""disease_phase:Initial Diagnosis"": {""value"": {""stagings.stage"": {""__type"": ""OPTION"", ""selectedValues"": [""Stage 4""]}, ""molecular_analysis.molecular_abnormality"": {""__type"": ""OPTION"", ""selectedValues"": [""1p deletion""]}, ""tumor_assessments.age_at_tumor_assessment"": {""__type"": ""RANGE"", ""lowerBound"": 365, ""upperBound"": 547}, ""molecular_analysis.molecular_abnormality_result"": {""__type"": ""OPTION"", ""selectedValues"": [""Present""]}}, ""__type"": ""ANCHORED""}}, ""__type"": ""STANDARD"", ""__combineMode"": ""AND""}","{""AND"": [{""IN"": {""consortium"": [""INRG""]}}, {""nested"": {""AND"": [{""AND"": [{""IN"": {""disease_phase"": [""Initial Diagnosis""]}}, {""AND"": [{""IN"": {""molecular_abnormality_result"": [""Present""]}}, {""IN"": {""molecular_abnormality"": [""1p deletion""]}}]}]}], ""path"": ""molecular_analysis""}}, {""nested"": {""AND"": [{""AND"": [{""IN"": {""disease_phase"": [""Initial Diagnosis""]}}, {""AND"": [{""IN"": {""stage"": [""Stage 4""]}}]}]}], ""path"": ""stagings""}}, {""nested"": {""AND"": [{""AND"": [{""IN"": {""disease_phase"": [""Initial Diagnosis""]}}, {""AND"": [{""AND"": [{""GTE"": {""age_at_tumor_assessment"": 365}}, {""LTE"": {""age_at_tumor_assessment"": 547}}]}]}]}], ""path"": ""tumor_assessments""}}]}","The cohort consists of patients from the INRG consortium who were at the initial diagnosis phase. These patients were diagnosed with Stage 4 disease and had a molecular abnormality of 1p deletion, which was confirmed to be present. Additionally, the age of the patients at the time of tumor assessment ranged from 365 to 547 days.",INRG
Age>18mo_stage4,"{""value"": {""consortium"": {""__type"": ""OPTION"", ""isExclusion"": false, ""selectedValues"": [""INRG""]}, ""stagings.stage"": {""__type"": ""OPTION"", ""isExclusion"": false, ""selectedValues"": [""Stage 4""]}, ""stagings.stage_system"": {""__type"": ""OPTION"", ""isExclusion"": false, ""selectedValues"": [""INSS""]}, ""tumor_assessments.age_at_tumor_assessment"": {""__type"": ""RANGE"", ""lowerBound"": 547, ""upperBound"": 10610}}, ""__type"": ""STANDARD"", ""__combineMode"": ""AND""}","{""AND"": [{""IN"": {""consortium"": [""INRG""]}}, {""nested"": {""AND"": [{""IN"": {""stage_system"": [""INSS""]}}, {""IN"": {""stage"": [""Stage 4""]}}], ""path"": ""stagings""}}, {""nested"": {""AND"": [{""AND"": [{""GTE"": {""age_at_tumor_assessment"": 547}}, {""LTE"": {""age_at_tumor_assessment"": 10610}}]}], ""path"": ""tumor_assessments""}}]}","The cohort consists of individuals who are part of the INRG consortium. These individuals have been classified under the INSS staging system as Stage 4. Additionally, the age at tumor assessment for these individuals ranges from 547 days to 10,610 days.",INRG
ANBL0931,"{""value"": {""consortium"": {""__type"": ""OPTION"", ""isExclusion"": false, ""selectedValues"": [""INRG""]}, ""studies.study_id"": {""__type"": ""OPTION"", ""isExclusion"": false, ""selectedValues"": [""ANBL0931""]}, ""data_contributor_id"": {""__type"": ""OPTION"", ""isExclusion"": false, ""selectedValues"": [""COG""]}}, ""__type"": ""STANDARD"", ""__combineMode"": ""AND""}","{""AND"": [{""IN"": {""consortium"": [""INRG""]}}, {""IN"": {""data_contributor_id"": [""COG""]}}, {""nested"": {""AND"": [{""IN"": {""study_id"": [""ANBL0931""]}}], ""path"": ""studies""}}]}","The cohort consists of participants from the INRG consortium, specifically from the study identified as ANBL0931, with data contributed by the COG. All these criteria must be met for inclusion in the cohort.",INRG
Stage 4 17q+ Toddlers,"{""value"": {""consortium"": {""__type"": ""OPTION"", ""selectedValues"": [""INRG""]}, ""disease_phase:Initial Diagnosis"": {""value"": {""stagings.stage"": {""__type"": ""OPTION"", ""selectedValues"": [""Stage 4""]}, ""molecular_analysis.molecular_abnormality"": {""__type"": ""OPTION"", ""selectedValues"": [""17q gain""]}, ""tumor_assessments.age_at_tumor_assessment"": {""__type"": ""RANGE"", ""lowerBound"": 365, ""upperBound"": 547}, ""molecular_analysis.molecular_abnormality_result"": {""__type"": ""OPTION"", ""selectedValues"": [""Present""]}}, ""__type"": ""ANCHORED""}}, ""__type"": ""STANDARD"", ""__combineMode"": ""AND""}","{""AND"": [{""IN"": {""consortium"": [""INRG""]}}, {""nested"": {""AND"": [{""AND"": [{""IN"": {""disease_phase"": [""Initial Diagnosis""]}}, {""AND"": [{""IN"": {""molecular_abnormality_result"": [""Present""]}}, {""IN"": {""molecular_abnormality"": [""17q gain""]}}]}]}], ""path"": ""molecular_analysis""}}, {""nested"": {""AND"": [{""AND"": [{""IN"": {""disease_phase"": [""Initial Diagnosis""]}}, {""AND"": [{""IN"": {""stage"": [""Stage 4""]}}]}]}], ""path"": ""stagings""}}, {""nested"": {""AND"": [{""AND"": [{""IN"": {""disease_phase"": [""Initial Diagnosis""]}}, {""AND"": [{""AND"": [{""GTE"": {""age_at_tumor_assessment"": 365}}, {""LTE"": {""age_at_tumor_assessment"": 547}}]}]}]}], ""path"": ""tumor_assessments""}}]}","The cohort consists of patients from the INRG consortium who were at the initial diagnosis phase of their disease. These patients were specifically at Stage 4 and exhibited a molecular abnormality characterized by a 17q gain, which was confirmed to be present. Additionally, the age of the patients at the time of tumor assessment ranged from 365 to 547 days.",INRG
"GDC - Ganglioneuroblastoma, Intermixed","{""value"": {""consortium"": {""__type"": ""OPTION"", ""selectedValues"": [""INRG""]}, ""histologies.histology"": {""__type"": ""OPTION"", ""selectedValues"": [""Ganglioneuroblastoma, Intermixed (Schwannian Stroma-Rich)""]}, ""external_references.external_resource_name"": {""__type"": ""OPTION"", ""selectedValues"": [""TARGET - GDC""]}}, ""__type"": ""STANDARD"", ""__combineMode"": ""AND""}","{""AND"": [{""IN"": {""consortium"": [""INRG""]}}, {""nested"": {""AND"": [{""IN"": {""external_resource_name"": [""TARGET - GDC""]}}], ""path"": ""external_references""}}, {""nested"": {""AND"": [{""IN"": {""histology"": [""Ganglioneuroblastoma, Intermixed (Schwannian Stroma-Rich)""]}}], ""path"": ""histologies""}}]}","The cohort consists of participants from the INRG consortium who have been referenced in the TARGET - GDC external resource. These participants have a histology diagnosis of Ganglioneuroblastoma, Intermixed (Schwannian Stroma-Rich).",INRG
Baseline,"{""value"": {""consortium"": {""__type"": ""OPTION"", ""selectedValues"": [""INRG""]}, ""disease_phase:Initial Diagnosis"": {""value"": {""stagings.stage"": {""__type"": ""OPTION"", ""selectedValues"": [""Stage 4""]}, ""tumor_assessments.age_at_tumor_assessment"": {""__type"": ""RANGE"", ""lowerBound"": 365, ""upperBound"": 547}}, ""__type"": ""ANCHORED""}}, ""__type"": ""STANDARD"", ""__combineMode"": ""AND""}","{""AND"": [{""IN"": {""consortium"": [""INRG""]}}, {""nested"": {""AND"": [{""AND"": [{""IN"": {""disease_phase"": [""Initial Diagnosis""]}}, {""AND"": [{""AND"": [{""GTE"": {""age_at_tumor_assessment"": 365}}, {""LTE"": {""age_at_tumor_assessment"": 547}}]}]}]}], ""path"": ""tumor_assessments""}}, {""nested"": {""AND"": [{""AND"": [{""IN"": {""disease_phase"": [""Initial Diagnosis""]}}, {""AND"": [{""IN"": {""stage"": [""Stage 4""]}}]}]}], ""path"": ""stagings""}}]}","The cohort consists of patients from the INRG consortium who were at the initial diagnosis phase of their disease. These patients were specifically at Stage 4 of their condition. Additionally, the age of the patients at the time of tumor assessment was between 365 and 547 days.",INRG
NHR Metastatic Relapse,"{""value"": {""consortium"": {""__type"": ""OPTION"", ""isExclusion"": false, ""selectedValues"": [""INRG""]}, ""censor_status"": {""__type"": ""OPTION"", ""isExclusion"": false, ""selectedValues"": [""Subject has had one or more events""]}, ""stagings.stage"": {""__type"": ""OPTION"", ""isExclusion"": true, ""selectedValues"": [""Stage 4"", ""Stage 4s"", ""Stage IV"", ""Stage IVs"", ""Stage M"", ""Stage MS"", ""Unknown""]}, ""age_at_censor_status"": {""__type"": ""RANGE"", ""lowerBound"": 548, ""upperBound"": 12483}, ""histologies.histology"": {""__type"": ""OPTION"", ""isExclusion"": false, ""selectedValues"": [""Neuroblastoma (Schwannian Stroma-Poor)""]}}, ""__type"": ""STANDARD"", ""__combineMode"": ""AND""}","{""AND"": [{""IN"": {""consortium"": [""INRG""]}}, {""IN"": {""censor_status"": [""Subject has had one or more events""]}}, {""AND"": [{""GTE"": {""age_at_censor_status"": 548}}, {""LTE"": {""age_at_censor_status"": 12483}}]}, {""nested"": {""AND"": [{""AND"": [{""!="": {""stage"": ""Stage 4""}}, {""!="": {""stage"": ""Stage 4s""}}, {""!="": {""stage"": ""Stage IV""}}, {""!="": {""stage"": ""Stage IVs""}}, {""!="": {""stage"": ""Stage M""}}, {""!="": {""stage"": ""Stage MS""}}, {""!="": {""stage"": ""Unknown""}}]}], ""path"": ""stagings""}}, {""nested"": {""AND"": [{""IN"": {""histology"": [""Neuroblastoma (Schwannian Stroma-Poor)""]}}], ""path"": ""histologies""}}]}","The cohort consists of subjects who are part of the INRG consortium and have experienced one or more events. The subjects included are those with a histology of Neuroblastoma (Schwannian Stroma-Poor) and are not in stages 4, 4s, IV, IVs, M, MS, or unknown. Additionally, the age of the subjects at the time of censor status is between 548 and 12,483 days.",INRG
1990-2002 Stage 4 Other Present,"{""value"": {""consortium"": {""__type"": ""OPTION"", ""isExclusion"": false, ""selectedValues"": [""INRG""]}, ""stagings.stage"": {""__type"": ""OPTION"", ""isExclusion"": false, ""selectedValues"": [""Stage 4""]}, ""year_at_disease_phase"": {""__type"": ""RANGE"", ""lowerBound"": 1990, ""upperBound"": 2002}, ""tumor_assessments.tumor_site"": {""__type"": ""OPTION"", ""isExclusion"": false, ""selectedValues"": [""Other""]}, ""tumor_assessments.tumor_state"": {""__type"": ""OPTION"", ""isExclusion"": false, ""selectedValues"": [""Present""]}}, ""__type"": ""STANDARD"", ""__combineMode"": ""AND""}","{""AND"": [{""IN"": {""consortium"": [""INRG""]}}, {""AND"": [{""GTE"": {""year_at_disease_phase"": 1990}}, {""LTE"": {""year_at_disease_phase"": 2002}}]}, {""nested"": {""AND"": [{""IN"": {""stage"": [""Stage 4""]}}], ""path"": ""stagings""}}, {""nested"": {""AND"": [{""IN"": {""tumor_site"": [""Other""]}}, {""IN"": {""tumor_state"": [""Present""]}}], ""path"": ""tumor_assessments""}}]}","The cohort consists of individuals who are part of the INRG consortium and were diagnosed with Stage 4 disease. The diagnosis occurred between the years 1990 and 2002. Additionally, these individuals have tumors that are present and located at sites categorized as ""Other.""",INRG
11q available,"{""value"": {""consortium"": {""__type"": ""OPTION"", ""isExclusion"": false, ""selectedValues"": [""INRG""]}, ""year_at_disease_phase"": {""__type"": ""RANGE"", ""lowerBound"": 2003, ""upperBound"": 2023}, ""molecular_analysis.molecular_abnormality"": {""__type"": ""OPTION"", ""isExclusion"": false, ""selectedValues"": [""11q deletion""]}, ""molecular_analysis.molecular_abnormality_result"": {""__type"": ""OPTION"", ""isExclusion"": false, ""selectedValues"": [""Absent"", ""Present""]}}, ""__type"": ""STANDARD"", ""__combineMode"": ""AND""}","{""AND"": [{""IN"": {""consortium"": [""INRG""]}}, {""AND"": [{""GTE"": {""year_at_disease_phase"": 2003}}, {""LTE"": {""year_at_disease_phase"": 2023}}]}, {""nested"": {""AND"": [{""IN"": {""molecular_abnormality"": [""11q deletion""]}}, {""IN"": {""molecular_abnormality_result"": [""Absent"", ""Present""]}}], ""path"": ""molecular_analysis""}}]}","The cohort consists of individuals who are part of the INRG consortium. The disease phase for these individuals occurred between the years 2003 and 2023. Additionally, the molecular analysis of these individuals includes the presence or absence of the 11q deletion abnormality.",INRG
"L2, >18m, 11q deletion","{""value"": {""consortium"": {""__type"": ""OPTION"", ""isExclusion"": false, ""selectedValues"": [""INRG""]}, ""stagings.stage"": {""__type"": ""OPTION"", ""isExclusion"": false, ""selectedValues"": [""Stage L2""]}, ""stagings.stage_system"": {""__type"": ""OPTION"", ""isExclusion"": false, ""selectedValues"": [""INRGSS""]}, ""year_at_disease_phase"": {""__type"": ""RANGE"", ""lowerBound"": 2003, ""upperBound"": 2023}, ""molecular_analysis.molecular_abnormality"": {""__type"": ""OPTION"", ""isExclusion"": false, ""selectedValues"": [""11q deletion""]}, ""tumor_assessments.age_at_tumor_assessment"": {""__type"": ""RANGE"", ""lowerBound"": 547, ""upperBound"": 7856}, ""molecular_analysis.molecular_abnormality_result"": {""__type"": ""OPTION"", ""isExclusion"": false, ""selectedValues"": [""Present""]}}, ""__type"": ""STANDARD"", ""__combineMode"": ""AND""}","{""AND"": [{""IN"": {""consortium"": [""INRG""]}}, {""AND"": [{""GTE"": {""year_at_disease_phase"": 2003}}, {""LTE"": {""year_at_disease_phase"": 2023}}]}, {""nested"": {""AND"": [{""IN"": {""molecular_abnormality"": [""11q deletion""]}}, {""IN"": {""molecular_abnormality_result"": [""Present""]}}], ""path"": ""molecular_analysis""}}, {""nested"": {""AND"": [{""IN"": {""stage"": [""Stage L2""]}}, {""IN"": {""stage_system"": [""INRGSS""]}}], ""path"": ""stagings""}}, {""nested"": {""AND"": [{""AND"": [{""GTE"": {""age_at_tumor_assessment"": 547}}, {""LTE"": {""age_at_tumor_assessment"": 7856}}]}], ""path"": ""tumor_assessments""}}]}","The cohort consists of individuals who are part of the INRG consortium and have been diagnosed with Stage L2 neuroblastoma according to the INRGSS staging system. The diagnosis occurred between the years 2003 and 2023. These individuals exhibit a molecular abnormality characterized by the presence of an 11q deletion. Additionally, the age at tumor assessment for these individuals ranges from 547 days to 7856 days.",INRG
